1980,1,1,
1980,1,2,
1980,1,3,
1980,1,4,
1980,1,5,
1980,1,6,
1980,1,7,
1980,1,8,
1980,1,9,
1980,1,10,
1980,1,11,
1980,1,12,
1980,1,13,
1980,1,14,
1980,1,15,
1980,1,16,
1980,1,17,
1980,1,18,
1980,1,19,
1980,1,20,
1980,1,21,
1980,1,22,
1980,1,23,
1980,1,24,
1980,1,25,
1980,1,26,
1980,1,27,
1980,1,28,
1980,1,29,
1980,1,30,
1980,1,31,
1980,2,1,
1980,2,2,
1980,2,3,
1980,2,4,
1980,2,5,
1980,2,6,
1980,2,7,
1980,2,8,
1980,2,9,
1980,2,10,
1980,2,11,
1980,2,12,
1980,2,13,
1980,2,14,
1980,2,15,
1980,2,16,1367.776
1980,2,17,1367.898
1980,2,18,1368.06
1980,2,19,
1980,2,20,1368.202
1980,2,21,1368.383
1980,2,22,1368.305
1980,2,23,1368.227
1980,2,24,1367.995
1980,2,25,1367.973
1980,2,26,1368.293
1980,2,27,1368.5
1980,2,28,1368.798
1980,2,29,1368.984
1980,3,1,1368.997
1980,3,2,1368.768
1980,3,3,1368.807
1980,3,4,1368.819
1980,3,5,1368.801
1980,3,6,1368.612
1980,3,7,1368.617
1980,3,8,1368.594
1980,3,9,1368.427
1980,3,10,1368.651
1980,3,11,1368.608
1980,3,12,1368.808
1980,3,13,1368.756
1980,3,14,1368.829
1980,3,15,1368.662
1980,3,16,1368.782
1980,3,17,1368.85
1980,3,18,1368.911
1980,3,19,1368.897
1980,3,20,1368.853
1980,3,21,1368.645
1980,3,22,1368.714
1980,3,23,1368.73
1980,3,24,1368.69
1980,3,25,1369.046
1980,3,26,1369.096
1980,3,27,1369.112
1980,3,28,1369.042
1980,3,29,1368.905
1980,3,30,1368.597
1980,3,31,1368.428
1980,4,1,1368.61
1980,4,2,1368.672
1980,4,3,1368.723
1980,4,4,1368.61
1980,4,5,1368.174
1980,4,6,1367.396
1980,4,7,1366.664
1980,4,8,1366.331
1980,4,9,1366.528
1980,4,10,1366.837
1980,4,11,
1980,4,12,1367.186
1980,4,13,1367.521
1980,4,14,1367.736
1980,4,15,1368.15
1980,4,16,1368.521
1980,4,17,1368.966
1980,4,18,1369.171
1980,4,19,1369.299
1980,4,20,1369.216
1980,4,21,1368.828
1980,4,22,1368.428
1980,4,23,1368.331
1980,4,24,1368.311
1980,4,25,1368.494
1980,4,26,1368.628
1980,4,27,1368.708
1980,4,28,1368.774
1980,4,29,1368.655
1980,4,30,1368.577
1980,5,1,1368.305
1980,5,2,1368.303
1980,5,3,1367.741
1980,5,4,1367.889
1980,5,5,1368.229
1980,5,6,1368.467
1980,5,7,1368.737
1980,5,8,1368.926
1980,5,9,1369.083
1980,5,10,1368.96
1980,5,11,
1980,5,12,1368.428
1980,5,13,1368.354
1980,5,14,1368.268
1980,5,15,1368.802
1980,5,16,1368.886
1980,5,17,1368.725
1980,5,18,1368.67
1980,5,19,1368.562
1980,5,20,1368.389
1980,5,21,1368.197
1980,5,22,1367.909
1980,5,23,1367.592
1980,5,24,1367.322
1980,5,25,1367.219
1980,5,26,1367.24
1980,5,27,1367.449
1980,5,28,1367.673
1980,5,29,1367.971
1980,5,30,1368.339
1980,5,31,1368.465
1980,6,1,1368.385
1980,6,2,1368.269
1980,6,3,1368.297
1980,6,4,1368.358
1980,6,5,1368.472
1980,6,6,1368.496
1980,6,7,1368.506
1980,6,8,1368.55
1980,6,9,1368.726
1980,6,10,1368.569
1980,6,11,1368.631
1980,6,12,1368.516
1980,6,13,1368.539
1980,6,14,1368.484
1980,6,15,1368.365
1980,6,16,1368.467
1980,6,17,1368.67
1980,6,18,1368.957
1980,6,19,1369.074
1980,6,20,1368.923
1980,6,21,1368.683
1980,6,22,1368.389
1980,6,23,1368.143
1980,6,24,1368.11
1980,6,25,1368.223
1980,6,26,1368.375
1980,6,27,1368.519
1980,6,28,1368.619
1980,6,29,1368.476
1980,6,30,1368.347
1980,7,1,1368.466
1980,7,2,1368.553
1980,7,3,1368.415
1980,7,4,1368.306
1980,7,5,1368.284
1980,7,6,1368.41
1980,7,7,1368.407
1980,7,8,1368.341
1980,7,9,
1980,7,10,1368.343
1980,7,11,1368.303
1980,7,12,1368.152
1980,7,13,1367.95
1980,7,14,1367.935
1980,7,15,1368.182
1980,7,16,1368.166
1980,7,17,1368.126
1980,7,18,1368.05
1980,7,19,1368.022
1980,7,20,1368.198
1980,7,21,1368.205
1980,7,22,1368.336
1980,7,23,1368.618
1980,7,24,1368.781
1980,7,25,1369.38
1980,7,26,1369.488
1980,7,27,1369.324
1980,7,28,1369.12
1980,7,29,1369.146
1980,7,30,
1980,7,31,1368.583
