,timestamp_year,timestamp_month,timestamp_day,total_irradiance
720,1981,12,22,1368.524
721,1981,12,23,1368.151
722,1981,12,24,1367.881
723,1981,12,25,1368.0379999999998
724,1981,12,26,1367.97
725,1981,12,27,1368.03
726,1981,12,28,1368.3339999999998
727,1981,12,29,
728,1981,12,30,
729,1981,12,31,
730,1982,1,1,1368.741
731,1982,1,2,1368.455
732,1982,1,3,1368.4460000000001
733,1982,1,4,1368.714
734,1982,1,5,1368.4470000000001
735,1982,1,6,1368.631
736,1982,1,7,1368.635
737,1982,1,8,1368.201
738,1982,1,9,1368.586
739,1982,1,10,1368.069
740,1982,1,11,1368.537
741,1982,1,12,1368.6270000000002
742,1982,1,13,1367.9820000000002
743,1982,1,14,1368.283
744,1982,1,15,1367.786
745,1982,1,16,1367.8329999999999
746,1982,1,17,1368.075
747,1982,1,18,1368.105
748,1982,1,19,1368.451
749,1982,1,20,1368.7020000000002
750,1982,1,21,1368.6760000000002
751,1982,1,22,1368.601
752,1982,1,23,1368.876
753,1982,1,24,1368.499
754,1982,1,25,1368.779
755,1982,1,26,1368.727
756,1982,1,27,1368.781
757,1982,1,28,1368.275
758,1982,1,29,1366.9160000000002
759,1982,1,30,1366.6589999999999
760,1982,1,31,1365.715
761,1982,2,1,1366.724
762,1982,2,2,1366.918
763,1982,2,3,1367.5120000000002
764,1982,2,4,1367.505
765,1982,2,5,1367.932
766,1982,2,6,1367.473
767,1982,2,7,1366.925
768,1982,2,8,1366.109
769,1982,2,9,1366.34
770,1982,2,10,1365.54
771,1982,2,11,1365.872
772,1982,2,12,1366.535
773,1982,2,13,1366.808
774,1982,2,14,1367.104
775,1982,2,15,1367.349
776,1982,2,16,1367.1870000000001
777,1982,2,17,1366.567
778,1982,2,18,1367.266
779,1982,2,19,1366.849
780,1982,2,20,1367.4920000000002
781,1982,2,21,1367.661
782,1982,2,22,1367.881
783,1982,2,23,1368.2160000000001
784,1982,2,24,1368.275
785,1982,2,25,1368.344
786,1982,2,26,1368.4589999999998
787,1982,2,27,1368.161
788,1982,2,28,1367.639
789,1982,3,1,1367.0870000000002
790,1982,3,2,1366.7420000000002
791,1982,3,3,1367.6760000000002
792,1982,3,4,1367.705
793,1982,3,5,1367.579
794,1982,3,6,1368.08
795,1982,3,7,1368.225
796,1982,3,8,1368.3470000000002
797,1982,3,9,1368.221
798,1982,3,10,1368.244
799,1982,3,11,1368.031
800,1982,3,12,1367.932
801,1982,3,13,1367.8870000000002
802,1982,3,14,1367.707
803,1982,3,15,1365.411
804,1982,3,16,1364.479
805,1982,3,17,1364.9820000000002
806,1982,3,18,1364.846
807,1982,3,19,1365.9379999999999
808,1982,3,20,1366.704
809,1982,3,21,1367.109
810,1982,3,22,1367.453
811,1982,3,23,1367.306
812,1982,3,24,1366.819
813,1982,3,25,1366.977
814,1982,3,26,1366.8629999999998
815,1982,3,27,1366.7920000000001
816,1982,3,28,1366.757
817,1982,3,29,1367.412
818,1982,3,30,1367.578
819,1982,3,31,1367.5539999999999
820,1982,4,1,1368.3
821,1982,4,2,1368.382
822,1982,4,3,1368.586
823,1982,4,4,1368.2720000000002
824,1982,4,5,1368.057
825,1982,4,6,1368.0410000000002
826,1982,4,7,1368.245
827,1982,4,8,1368.504
828,1982,4,9,1368.043
829,1982,4,10,1367.8370000000002
830,1982,4,11,1367.487
831,1982,4,12,1367.479
832,1982,4,13,1367.401
833,1982,4,14,1367.2920000000001
834,1982,4,15,1367.878
835,1982,4,16,1367.8239999999998
836,1982,4,17,1367.761
837,1982,4,18,1368.03
838,1982,4,19,1367.5710000000001
839,1982,4,20,1367.493
840,1982,4,21,1367.7120000000002
841,1982,4,22,1367.979
842,1982,4,23,1367.264
843,1982,4,24,1367.244
844,1982,4,25,1367.162
845,1982,4,26,1367.51
846,1982,4,27,1367.9170000000001
847,1982,4,28,1368.704
848,1982,4,29,1368.567
849,1982,4,30,1368.156
850,1982,5,1,1367.915
851,1982,5,2,1367.984
852,1982,5,3,1367.793
853,1982,5,4,1367.825
854,1982,5,5,1367.55
855,1982,5,6,1367.567
856,1982,5,7,1367.39
857,1982,5,8,1367.52
858,1982,5,9,1367.906
859,1982,5,10,1367.335
860,1982,5,11,1368.059
861,1982,5,12,1368.1870000000001
862,1982,5,13,1368.013
863,1982,5,14,1367.664
864,1982,5,15,1367.585
865,1982,5,16,1367.565
866,1982,5,17,1367.4920000000002
867,1982,5,18,1367.4479999999999
868,1982,5,19,1367.717
869,1982,5,20,1367.8239999999998
870,1982,5,21,1367.7279999999998
871,1982,5,22,1367.636
872,1982,5,23,1368.2089999999998
873,1982,5,24,1368.102
874,1982,5,25,1368.43
875,1982,5,26,1367.9479999999999
876,1982,5,27,1367.979
